藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
1,2,-1,1,2,-2,1,1,1,0,0,1085,0.4,1048,8,-1
0,20,1,1,-7,7,-5,1,1,0,0,-2383,-0.6,-1807,15,-3
1,15,3,-1,-1,1,-1,1,0,1,0,306,0.4,1895,6,12
0,0,-3,1,-2,2,-1,-1,-1,0,0,-1568,-0.4,-1850,-6,-20
1,-22,1,-1,-2,2,-10,0,1,-1,0,-1419,-0.2,-1156,7,4
1,9,4,1,4,-4,3,0,-1,1,0,2263,0.4,1634,9,-8
1,0,0,1,4,-4,7,-1,-1,0,0,1374,0.4,1225,13,-8
1,-48,3,-1,10,-10,17,1,1,0,0,4301,0.8,3444,15,-4
1,-2,-3,1,5,-5,3,0,0,0,0,3905,0.8,3713,39,2
1,-1,0,-1,-5,5,-5,-1,-1,0,0,-2919,-0.4,-2318,-13,-9
1,7,-5,1,6,-6,8,1,1,0,0,2923,0.6,2787,23,11
0,4,-2,-1,-3,3,-6,-2,-1,-1,0,-1059,-0.2,-951,-4,6
0,-2,-1,-1,-2,2,-4,0,-1,1,0,-406,0,-14,35,-4
1,5,1,-1,4,-4,5,1,1,0,0,1143,0,1251,22,-16
1,42,1,-1,2,-2,4,-1,-1,0,0,736,-0.2,266,20,12
0,-2,-1,1,-9,9,-9,-1,-1,0,0,-4816,-0.6,-3750,-63,20
1,-18,-1,-1,5,-5,1,2,1,1,0,3977,1.2,3949,28,25
1,-2,3,-1,4,-4,6,-1,-1,0,0,3026,0.6,3357,43,0
0,6,1,-1,-8,8,-14,1,1,0,0,-4262,-0.4,-2426,-34,11
0,3,-1,1,3,-3,4,0,-1,1,1,2476,0,772,-21,-7
0,-24,0,-1,-6,6,-7,-2,-1,-1,0,-3545,-0.8,-3206,-7,-14
0,-14,0,-1,-5,5,-8,0,-1,1,0,-4324,-0.6,-2979,-40,-6
1,2,1,-1,-1,1,1,1,1,0,0,-496,-0.2,-837,5,17
0,1,1,-1,-2,2,-1,-1,-1,0,0,-1620,-0.4,-1442,15,-24
1,4,-1,1,-4,4,-4,-1,-1,0,0,-1334,-0.4,-1607,3,4
0,21,-5,1,1,-1,-5,0,0,0,0,-796,0.2,-217,-21,-12
1,22,-15,1,4,-4,0,1,1,0,0,1398,0.6,1804,5,-16
1,-1,2,1,2,-2,1,0,0,0,0,3005,0.6,1938,32,31
0,0,0,1,-5,5,-4,0,0,0,0,-3156,-0.4,-3287,-16,-14
1,5,-4,-1,-2,2,-4,2,1,1,0,-473,0.4,383,22,9
0,-8,2,-1,-5,5,-8,-1,0,-1,0,-3397,-0.6,-2282,-29,-13
0,27,-1,-1,-3,3,-7,-1,-1,0,0,-1937,-0.2,-1514,18,-31
1,22,4,1,6,-6,7,0,0,0,0,3765,0.4,2661,25,1
0,-3,-1,1,3,-3,2,0,1,-1,0,384,0,-690,-26,4
1,0,-3,1,6,-6,8,1,1,0,0,2708,0,682,-7,-7
0,-1,4,1,-4,4,-4,0,0,0,0,-2427,-0.2,-1462,-15,-10
1,-30,1,1,3,-3,5,1,1,0,0,1901,0.4,684,34,-23
1,22,-1,-1,5,-5,7,0,1,-1,0,2480,0.4,1699,14,20
0,2,-4,-1,-9,9,-13,0,-1,1,0,-3581,-0.4,-2467,-29,21
1,20,1,1,5,-5,9,2,1,1,0,2911,0.4,1378,-12,3
0,0,-1,-1,-3,3,-2,0,-1,1,0,-1245,-0.2,-1370,-17,-3
0,1,2,-1,2,-2,2,0,1,-1,0,166,-0.2,-497,3,-3
0,-5,5,-1,-5,5,-4,0,0,0,-1,-6309,-0.8,-3115,-101,8
0,-125,0,-1,-6,6,-1,-1,-1,0,0,-2047,-0.8,-2555,6,-17
0,-4,1,1,-1,1,2,-1,-1,0,0,-1464,-0.2,-1509,-25,-7
1,-26,1,1,2,-2,0,2,1,1,0,874,-0.2,-302,2,0
0,-27,2,1,-3,3,-6,1,1,0,0,-627,0,183,7,19
0,4,0,-1,0,0,1,0,0,0,0,-334,0,-292,-24,8
0,3,-1,1,-1,1,-8,1,1,0,0,449,0.2,1210,63,4
0,-7,2,-1,-3,3,-8,0,0,0,0,-780,0,-73,9,17
0,2,2,-1,-2,2,-3,1,0,1,0,-205,0.4,1064,17,33
0,0,4,-1,-1,1,0,0,0,0,0,-1731,-0.2,-1585,-42,4
0,-13,-1,-1,1,-1,-2,1,1,0,0,947,-0.2,-188,25,5
0,-2,0,1,-1,1,5,-1,-1,0,0,-713,0,-1111,8,-13
1,2,-1,1,-1,1,-1,1,1,0,0,1171,-0.4,-1140,16,10
0,-6,-1,1,-2,2,-1,-1,-1,0,0,-459,-0.4,-307,-5,12
1,8,1,1,6,-6,8,-1,-1,0,0,2673,0.6,1388,-7,-20
1,3,1,1,2,-2,7,1,1,0,0,-251,-0.4,-1675,-14,-12
0,14,-2,1,3,-3,3,-2,-1,-1,0,534,0.4,634,-32,-9
0,0,-2,-1,-6,6,-5,1,1,0,0,-4005,-0.8,-2248,-60,13
1,-2,-1,1,-2,2,-4,2,1,1,0,-318,0.2,86,23,20
0,-3,2,1,3,-3,2,0,-1,1,0,2682,0.6,2118,38,9
0,2,3,1,1,-1,3,1,1,0,0,2092,0.6,1763,53,-1
1,2,-2,-1,3,-3,3,0,0,0,0,2300,0.2,2148,41,9
1,-1,-1,1,3,-3,-1,1,1,0,0,2642,0.4,1346,53,-10
1,2,2,1,1,-1,4,-1,-1,0,0,2833,-0.2,220,64,-21
0,0,3,1,0,0,0,-1,-1,0,0,-336,-0.4,-1059,0,-31
0,1,-1,-1,-7,7,-5,1,1,0,-1,-5136,-1,-3713,-75,9
1,1,0,-1,6,-6,0,0,0,0,0,1872,0.8,3579,23,4
0,1,0,-1,-2,2,-4,0,1,-1,-1,-1048,0,-450,-19,16
1,-26,0,-1,-1,1,-7,1,1,0,0,-88,0,-932,20,-2
1,-3,0,-1,-5,5,-1,0,0,0,0,-1427,-0.2,-1008,-19,28
1,3,-3,-1,-3,3,-9,1,0,1,0,-2440,0,-1603,-39,-3
0,9,-1,1,-4,4,-8,-1,-1,0,0,-1614,-0.6,-2256,14,-17
1,-4,3,-1,-3,3,-4,1,1,0,0,-1075,0,73,21,9
1,39,-1,1,-1,1,-8,2,1,1,0,-1799,0,-1304,-6,-4
1,4,3,1,9,-9,8,1,1,0,0,3296,1,3231,0,1
1,-5,1,-1,-3,3,-2,-1,-1,0,0,-1942,0.2,57,-35,20
1,1,2,1,4,-4,7,1,1,0,0,2013,0.2,247,17,-29
1,-8,4,1,4,-4,4,2,1,1,0,3574,0.2,1210,55,7
1,-15,2,1,10,-10,4,0,1,-1,0,6000,1,5033,104,-20
0,7,-3,-1,-4,4,-7,-1,0,-1,0,-3128,-0.6,-2320,-39,-10
1,-3,2,-1,0,0,-1,2,1,1,0,1229,0.2,1059,54,0
0,4,1,1,-5,5,-3,0,-1,1,0,1285,0.4,1300,96,7
0,26,-13,-1,-5,5,-2,-1,-1,0,0,-3274,-0.4,-1385,-62,12
0,-1,2,-1,-3,3,-8,-1,-1,0,0,-1770,0.2,325,21,1
1,35,-2,1,5,-5,10,1,1,0,0,1892,0.2,890,-39,3
0,0,3,1,1,-1,2,0,0,0,0,525,0.2,902,7,0
0,-4,4,1,-1,1,0,1,1,0,0,-415,-0.4,-498,8,-4
1,-5,1,-1,-4,4,-3,-1,-1,0,0,-1751,-0.2,-1585,5,-8
1,-5,0,1,8,-8,4,0,-1,1,1,4453,0,2458,5,10
0,-12,-2,1,5,-5,8,1,1,0,0,1393,0.2,441,-25,4
1,1,0,-1,1,-1,-6,2,1,1,0,534,0,154,56,-23
0,3,1,1,-9,9,-16,-1,-1,0,0,-3301,-0.6,-2246,23,1
1,3,-2,-1,-3,3,-3,2,1,1,0,-2022,-0.4,-2023,-52,20
0,-37,-1,-1,-3,3,-3,-1,-1,0,0,176,0.2,-172,50,-9
0,-1,3,-1,-3,3,-1,0,-1,1,0,-458,0,-559,-5,0
0,-34,9,1,2,-2,6,-1,-1,0,0,676,-0.4,-576,-34,7
1,4,3,-1,2,-2,5,0,1,-1,0,2536,0.8,3339,8,36
1,13,3,-1,-4,4,1,-1,0,-1,0,-1751,-0.6,-2784,-11,-14
1,1,-2,-1,-3,3,-1,-2,-1,-1,0,-1516,0,-1467,-3,-2
0,-1,0,1,-4,4,0,0,0,0,0,-2566,-0.4,-2246,-66,1
0,69,1,1,-4,4,1,-1,-1,0,0,-2023,-0.4,-2678,-25,-13
0,-2,-1,-1,-1,1,-4,1,0,1,0,-276,0,179,33,3
1,6,3,1,3,-3,2,2,1,1,0,1574,0.4,1834,11,17
1,7,0,-1,3,-3,9,-1,-1,0,0,2378,0.4,2190,26,-2
0,4,1,1,-5,5,-6,-2,-1,-1,0,-3223,-0.4,-2518,-40,-20
0,-22,-2,-1,0,0,-1,-1,-1,0,0,808,0,1415,24,7
1,23,0,1,6,-6,2,0,0,0,0,3803,0.6,2825,37,-6
0,-2,2,-1,-6,6,-4,-1,-1,0,0,-3360,-0.4,-1842,-34,-8
1,-5,1,-1,4,-4,8,-1,0,-1,0,2397,0.4,1405,-5,20
0,4,-5,1,-3,3,-2,0,0,0,0,-883,-0.4,-1828,30,8
0,-26,-1,1,-3,3,-4,-2,-1,-1,0,-2638,-0.4,-2478,-2,-24
1,1,3,1,11,-11,11,0,0,0,0,5035,1.2,5420,-5,16
0,3,0,1,-3,3,-2,-2,-1,-1,0,-1003,0,-899,17,1
0,0,-1,1,-3,3,-6,-1,-1,0,0,-1963,-0.4,-1151,2,4
0,20,-1,-1,-1,1,-1,-1,-1,0,0,-1071,-0.2,-1471,-27,11
1,2,0,1,1,-1,2,0,0,0,0,897,0,1090,-10,21
1,-2,3,1,3,-3,2,2,1,1,0,1946,0,1292,15,10
0,5,-2,-1,0,0,-1,0,-1,1,0,-219,-0.4,-1440,10,-4
1,3,5,1,2,-2,0,0,0,0,0,1588,0,1331,26,-10
0,0,0,-1,-4,4,-3,-1,-1,0,0,-1889,0,-723,5,-7
1,2,1,-1,-2,2,-2,1,1,0,0,-720,0,432,-28,36
0,-3,0,1,-9,9,-6,-2,-1,-1,0,-2388,-0.6,-1978,15,12
0,0,-2,-1,-10,10,-9,-1,-1,0,0,-5668,-1,-4786,-51,2
1,2,-1,-1,-1,1,-3,1,1,0,0,527,0.2,1493,62,10
1,-36,-2,1,2,-2,-1,0,-1,1,0,1496,0,-730,41,-2
0,-2,3,-1,-6,6,-8,-2,-1,-1,0,-4245,-0.6,-3073,-51,-8
0,-1,5,1,5,-5,9,0,1,-1,0,3386,0.8,2410,-22,-14
0,2,0,-1,-5,5,-9,-1,-1,0,0,-3145,-0.6,-2166,-35,-5
0,-1,-1,-1,-4,4,-8,1,1,0,0,-1325,0,-15,-12,26
1,0,4,-1,-3,3,-2,2,1,1,0,-1623,0,-1144,-12,8
1,-1,-4,-1,0,0,3,1,1,0,0,1076,0.2,759,-2,15
1,3,-2,-1,-3,3,3,1,1,0,0,-1156,0,-667,-38,-6
0,4,0,-1,0,0,-3,1,0,1,0,450,0,-9,8,8
1,-1,0,1,2,-2,0,1,0,1,2,4363,1.2,4467,82,19
1,0,1,1,5,-5,7,1,1,0,0,2262,0.6,2885,-8,18
0,5,-1,1,-3,3,-2,0,0,0,0,-367,-0.4,187,7,3
1,-2,5,-1,3,-3,5,-1,-1,0,0,1214,0.4,2080,4,-27
1,-2,-1,1,3,-3,6,1,1,0,0,1728,0,-337,-6,1
1,10,-2,1,1,-1,-1,-1,-1,0,0,959,0,917,5,20
1,62,-2,1,0,0,1,0,-1,1,0,924,0.2,323,21,10
1,2,0,1,10,-10,11,1,1,0,0,4544,0.6,3126,45,-15
0,-19,0,-1,-7,7,-8,2,1,1,-1,-4847,-0.8,-2983,-8,-4
1,61,1,1,6,-6,15,0,1,-1,0,1849,0.6,669,-4,-10
1,-27,2,-1,-4,4,-2,0,0,0,0,-3891,-0.8,-2689,-66,-7
0,-6,3,1,-3,3,-1,-1,-1,0,0,-1314,-0.4,-1942,-1,-17
1,-29,-2,1,4,-4,9,0,0,0,0,2718,0.4,91,7,0
0,1,4,-1,-5,5,-9,-2,-1,-1,0,-2174,-0.2,-1268,-10,-12
1,-31,10,1,3,-3,1,1,1,0,0,1093,0.2,720,13,-8
1,-37,1,-1,1,-1,-5,0,0,0,0,-215,-0.2,-438,-18,10
1,-35,-1,1,1,-1,4,0,-1,1,0,635,-0.4,-1157,-2,-21
1,4,2,-1,0,0,0,-1,0,-1,-1,120,0.6,1209,11,7
1,6,2,-1,1,-1,-1,1,1,0,0,194,0.4,661,-11,24
1,-2,2,1,7,-7,20,1,1,0,0,3581,0.4,1578,25,-1
0,-131,0,-1,-7,7,-3,0,0,0,0,-3622,-0.4,-2561,-32,-1
1,29,-2,1,0,0,-2,0,1,-1,0,-303,0,312,0,-8
0,-4,0,-1,1,-1,-3,1,1,0,0,-1295,0,-305,-51,4
0,24,1,-1,-4,4,-3,-2,-1,-1,0,-3006,-0.2,-1880,-45,0
1,22,3,1,1,-1,3,0,-1,1,0,1090,0.2,371,17,4
1,-2,2,-1,1,-1,-1,1,1,0,0,324,0.6,1794,-11,35
1,-5,-3,1,-4,4,-4,-1,-1,0,0,-2025,-0.6,-2448,-18,-17
0,24,-2,1,-1,1,-3,-1,-1,0,0,-416,-0.4,-907,2,-8
0,-28,14,1,0,0,-3,0,-1,1,0,62,0.4,1154,30,-15
0,-20,-2,1,-2,2,-9,-1,-1,0,0,-67,-0.6,-1341,21,20
1,5,3,-1,7,-7,9,1,1,0,0,5163,0.8,3968,52,1
1,2,4,1,6,-6,12,1,1,0,0,2728,0.2,1957,2,-3
0,-27,10,-1,-6,6,-6,1,1,0,0,-3559,-0.4,-1400,-52,9
1,22,-4,1,2,-2,2,2,1,1,0,184,-0.2,-131,-16,-8
0,4,-2,1,-3,3,-2,1,1,0,0,-2040,-0.6,-1012,-18,-14
1,-39,0,1,5,-5,6,1,1,0,0,2151,0.2,726,-14,5
0,18,2,-1,-2,2,1,0,0,0,0,-2452,-0.4,-1634,-61,4
1,23,-1,1,3,-3,4,2,1,1,0,3255,0.4,2259,31,12
1,19,-1,1,6,-6,4,-1,-1,0,0,1128,0,858,4,-30
1,9,0,1,1,-1,4,1,0,1,1,1909,0.4,979,5,19
1,3,0,-1,4,-4,1,0,0,0,0,3397,0.2,1493,37,-6
0,4,-1,-1,-4,4,-11,-1,-1,0,0,-3563,-0.2,-1320,-16,-20
0,-2,1,1,-2,2,-9,1,1,0,0,-361,0.4,1686,17,3
1,-21,0,-1,1,-1,-1,1,0,1,0,-513,0,992,-23,3
1,0,4,-1,7,-7,6,0,0,0,0,4872,1,3076,36,14
0,18,1,-1,-1,1,-2,1,0,1,0,985,0.8,2102,19,11
1,-5,1,1,-4,4,-6,0,1,-1,0,-1599,-0.2,-1870,2,-1
1,0,1,-1,7,-7,10,1,1,0,0,1719,0.4,1703,-26,1
0,-1,0,-1,-5,5,-5,-1,0,-1,0,-2641,-0.4,-2207,-35,12
0,-4,4,1,-6,6,-9,-2,-1,-1,0,-2846,-0.6,-2325,-28,-6
0,-15,-1,-1,-7,7,-11,-1,-1,0,0,-3891,-0.8,-2276,-12,-22
1,3,-1,-1,9,-9,6,1,1,0,0,6202,1,5368,59,20
1,0,1,-1,1,-1,2,0,0,0,0,2330,0.4,2167,34,16
0,3,0,1,2,-2,-2,0,0,0,0,3089,0.4,1750,69,4
1,24,1,-1,1,-1,0,0,0,0,0,540,0.4,867,11,-11
1,29,0,1,1,-1,1,0,-1,1,0,508,-0.6,-1704,-18,-19
0,128,3,1,3,-3,6,1,1,0,0,625,0.2,-1035,-15,-34
1,23,2,1,3,-3,4,1,1,0,0,2481,0.4,1962,24,8
1,-4,2,1,5,-5,4,1,1,0,0,2796,0.6,2669,6,-1
1,3,4,-1,5,-5,3,1,1,0,0,2089,0.4,2123,-8,5
1,-27,-5,1,-1,1,-2,1,1,0,0,-608,0,-703,-20,15
0,-2,-1,1,-2,2,-5,0,0,0,0,-1923,-0.4,-1753,-12,-16
0,-30,-3,-1,0,0,0,-1,-1,0,0,-951,-0.2,-546,3,-12
1,0,-1,1,2,-2,2,1,1,0,0,1428,0.2,701,42,-19
0,4,0,1,3,-3,4,0,1,-1,0,1131,0.2,1145,-35,4
0,28,1,-1,-3,3,-11,1,0,1,0,-1972,-0.2,-1010,-35,13
0,-22,-1,1,-2,2,-6,-1,-1,0,0,-2242,-0.2,-1819,-58,18
1,0,1,1,3,-3,7,0,1,-1,0,2287,-0.4,-268,35,-20
0,5,-1,-1,3,-3,4,-1,0,-1,0,1367,0.6,2396,39,8
1,-5,4,1,4,-4,4,2,1,1,0,2580,0.6,2954,45,0
0,81,1,-1,4,-4,12,1,1,0,0,786,-0.4,-562,-46,-8
1,-19,-1,1,-1,1,-5,2,1,1,0,152,0,-57,2,36
1,-25,3,1,4,-4,6,-1,-1,0,0,2802,0.4,281,13,-12
0,1,-2,-1,-1,1,1,-1,-1,0,0,-1610,-0.4,-1393,-15,-12
1,-4,-1,-1,4,-4,1,-1,-1,0,0,1543,0,-21,27,-4
1,1,0,-1,4,-4,3,0,0,0,0,1915,0.2,2606,4,1
1,0,4,-1,1,-1,6,1,1,0,0,-595,0,364,-26,1
0,0,0,1,-1,1,1,0,0,0,0,-1190,0,-911,-17,-13
1,-1,-4,1,4,-4,1,0,-1,1,0,1820,0,806,13,-12
0,-1,0,-1,-3,3,-3,2,1,1,0,-2630,-0.4,-2244,-37,1
1,-3,-6,-1,0,0,0,-1,-1,0,0,-1327,-0.2,-789,-23,-20
1,2,3,-1,4,-4,7,-1,0,-1,0,1417,0.4,1016,-14,-12
0,0,-2,1,0,0,-3,1,1,0,0,71,0,409,13,12
1,-5,0,-1,1,-1,-2,-1,-1,0,0,17,0.4,1052,-8,9
0,3,0,1,1,-1,3,2,1,1,0,151,0,840,0,-8
1,-1,1,1,7,-7,6,0,1,-1,0,4817,0.6,3220,41,12
0,1,-3,-1,-5,5,-6,-1,-1,0,0,-3400,-0.6,-2763,-38,-22
0,-17,-2,1,-2,2,-10,-1,-1,0,0,-944,0,-556,26,-8
0,3,-1,-1,-4,4,0,0,1,-1,-1,-2839,-0.4,18,-25,-5
1,-48,0,1,3,-3,4,1,1,0,0,818,0,-165,46,-7
0,-21,-1,-1,-7,7,-4,-2,-1,-1,-1,-6286,-1.4,-4733,-93,-9
0,9,-2,-1,-7,7,-7,-1,-1,0,0,-3799,-0.6,-3285,-26,-4
1,-1,2,-1,6,-6,2,2,1,1,1,4428,0.6,3489,22,6
1,33,6,1,8,-8,8,-1,-1,0,0,4388,0.6,3527,28,-1
0,-4,1,-1,-4,4,-6,1,1,0,0,-3045,-0.6,-1634,-36,7
0,-1,0,-1,-2,2,-6,-1,0,-1,0,-1497,-0.2,-778,3,4
0,34,-2,-1,-1,1,2,1,1,0,0,-1696,-0.6,-2153,-11,-3
1,25,-4,-1,1,-1,4,-1,0,-1,0,733,-0.2,-1480,-60,8
1,-1,4,1,-1,1,1,1,1,0,0,-606,-0.2,-1487,3,0
0,19,0,-1,-2,2,-2,-1,0,-1,0,-2420,0,-753,-15,-14
0,-8,3,-1,-5,5,-9,-1,-1,0,0,-2037,0,110,14,12
1,-5,0,-1,0,0,-2,-1,-1,0,0,631,0.2,1404,14,5
0,-7,0,-1,0,0,-3,0,-1,1,0,-1570,-0.4,-2103,-19,-28
1,2,1,-1,0,0,2,1,1,0,0,-471,0.6,870,-28,17
1,-2,0,-1,-1,1,-1,0,0,0,0,-1211,0.2,-108,4,-19
1,3,-2,1,5,-5,2,0,-1,1,0,2740,0.2,1708,32,-22
1,-19,11,-1,2,-2,1,1,0,1,0,1947,0.4,2521,-6,16
1,-13,2,1,7,-7,7,0,0,0,0,4712,1,3798,63,-1
0,-4,4,1,1,-1,3,1,1,0,0,1115,0,1256,15,-8
1,22,1,-1,-1,1,0,0,0,0,0,-833,-0.2,-116,-63,23
1,135,-1,-1,4,-4,2,-1,-1,0,0,564,0.4,633,-6,-25
0,26,-2,1,0,0,3,1,0,1,-1,-589,0.2,1794,-40,32
1,5,4,1,5,-5,0,0,0,0,0,3020,0.4,2593,38,-8
1,-3,0,1,1,-1,0,0,1,-1,0,-1339,-0.8,-2802,-20,-35
0,5,-1,1,6,-6,14,0,1,-1,0,1487,0.4,577,-46,-20
1,-1,2,1,2,-2,4,2,1,1,0,579,0,-37,-29,-9